record_id,customer_id,account_balance,customer_segment,customer_lifecycle_stage,customer_satisfaction_score,customer_churn_probability,customer_transaction_count,customer_transaction_value,product_id,product_name,product_type,product_recommendation,product_recommendation_status,product_recommendation_date,recommendation_score,product_sales_amount,product_sales_date,customer_name,customer_email
FPR-00118,CUST-C0001,4656.97,Retail,Growth,3.0537,0.565118,363,161587.44,PROD-FS-018,Rewards Credit Card,Advisory,Term Life,Pending,2024-10-20,0.094098,19746.47,,Persona Customer 118,customer118@example.com
FPR-00119,CUST-C0013,76451.06,Retail,Mature,2.498,0.881337,11,32527.68,PROD-FS-019,Premium Savings,Insurance,Term Life,Approved,2024-02-16,0.088345,15591.39,2024-04-02,Persona Customer 119,customer119@example.com
FPR-00120,CUST-C0154,47499.47,High Net Worth,Mature,4.946,0.21987,61,94615.86,PROD-FS-020,Premium Savings,Insurance,Premium Savings,Approved,2025-07-01,0.938575,12268.35,2025-07-12,Persona Customer 120,customer120@example.com
FPR-00121,CUST-C0038,44369.82,Retail,Mature,3.8191,0.905571,250,118587.65,PROD-FS-021,Term Life,Credit,Premium Savings,Pending,2024-10-13,0.080846,6336.26,,Persona Customer 121,customer121@example.com
FPR-00122,CUST-C0209,46311.19,Corporate,Churned,4.0712,0.984373,483,5821.78,PROD-FS-022,Premium Savings,Lending,Premium Savings,Rejected,2024-12-17,0.352278,17605.7,,Persona Customer 122,customer122@example.com
FPR-00123,CUST-C0008,27068.68,Retail,Churned,2.0433,0.999798,86,27568.58,PROD-FS-023,Term Life,Advisory,Wealth Advisory,Approved,2025-09-07,0.863771,18587.23,2025-10-20,Persona Customer 123,customer123@example.com
FPR-00124,CUST-C0092,86971.08,Corporate,Churned,2.6765,0.979184,451,15111.12,PROD-FS-024,Term Life,Deposit,Term Life,Declined,2025-09-03,0.927437,7045.81,,Persona Customer 124,customer124@example.com
FPR-00125,CUST-C0239,98528.25,Retail,Mature,2.2416,0.99511,289,127274.1,PROD-FS-025,Wealth Advisory,Deposit,Term Life,Rejected,2024-10-31,0.337961,12335.08,,Persona Customer 125,customer125@example.com
FPR-00126,CUST-C0005,77532.5,Small Business,Mature,1.9288,0.020262,123,157559.04,PROD-FS-026,Premium Savings,Deposit,Premium Savings,Open,2024-12-16,0.637278,7381.78,,Persona Customer 126,customer126@example.com
FPR-00127,CUST-C0026,1752.7,Retail,Onboarding,2.7255,0.86657,120,58190.76,PROD-FS-027,Wealth Advisory,Credit,Premium Savings,Approved,2025-10-26,0.283601,18145.67,2025-11-04,Persona Customer 127,customer127@example.com
FPR-00128,CUST-C0108,27704.86,Corporate,Mature,2.71,0.790031,77,114559.35,PROD-FS-028,Auto Loan,Credit,Auto Loan,Open,2024-12-09,0.814521,9829.24,,Persona Customer 128,customer128@example.com
FPR-00129,CUST-C0098,87673.75,Institutional,Growth,1.6684,0.73235,392,133941.17,PROD-FS-029,Rewards Credit Card,Lending,Premium Savings,Approved,2024-11-03,0.19711,578.1,2024-11-05,Persona Customer 129,customer129@example.com
FPR-00130,CUST-C0211,90924.16,Institutional,Mature,4.1592,0.797866,180,182091.07,PROD-FS-030,Premium Savings,Advisory,Term Life,Approved,2024-08-19,0.293308,3841.69,2024-09-15,Persona Customer 130,customer130@example.com
FPR-00131,CUST-C0144,23069.23,Corporate,Churned,1.4257,0.304671,163,88653.5,PROD-FS-031,Auto Loan,Lending,Auto Loan,Pending,2025-03-24,0.750939,1969.55,,Persona Customer 131,customer131@example.com
FPR-00132,CUST-C0085,61275.83,Small Business,Mature,2.6404,0.021813,444,52992.53,PROD-FS-032,Auto Loan,Insurance,Premium Savings,Pending,2024-11-21,0.007721,13025.16,,Persona Customer 132,customer132@example.com
FPR-00133,CUST-C0112,99276.98,Retail,Churned,3.5167,0.436127,473,160624.21,PROD-FS-033,Wealth Advisory,Credit,Wealth Advisory,Accepted,2025-08-03,0.090281,5616.82,2025-09-25,Persona Customer 133,customer133@example.com
FPR-00134,CUST-C0007,31313.11,Small Business,At Risk,2.8607,0.973969,310,59643.47,PROD-FS-034,Rewards Credit Card,Credit,Premium Savings,Accepted,2025-06-30,0.132016,5549.36,2025-07-20,Persona Customer 134,customer134@example.com
FPR-00135,CUST-C0008,23357.2,Corporate,Growth,4.3826,0.654872,90,79800.67,PROD-FS-035,Term Life,Insurance,Premium Savings,Accepted,2024-04-27,0.689246,5829.94,2024-05-06,Persona Customer 135,customer135@example.com
FPR-00136,CUST-C0071,72523.08,High Net Worth,Churned,4.6482,0.348747,208,12403.28,PROD-FS-036,Wealth Advisory,Advisory,Wealth Advisory,Rejected,2025-06-18,0.128574,11038.39,,Persona Customer 136,customer136@example.com
FPR-00137,CUST-C0169,64786.66,Retail,Churned,2.3986,0.872417,47,41937.72,PROD-FS-037,Wealth Advisory,Lending,Auto Loan,Accepted,2025-03-06,0.009573,7400.03,2025-03-13,Persona Customer 137,customer137@example.com
FPR-00138,CUST-C0230,78358.39,High Net Worth,At Risk,2.051,0.443071,412,28928.69,PROD-FS-038,Auto Loan,Credit,Term Life,Declined,2024-04-12,0.343218,15685.06,,Persona Customer 138,customer138@example.com
FPR-00139,CUST-C0140,19806.64,High Net Worth,Growth,3.9213,0.261139,282,112518.8,PROD-FS-039,Premium Savings,Insurance,Rewards Credit Card,Open,2025-03-08,0.958722,5159.08,,Persona Customer 139,customer139@example.com
FPR-00140,CUST-C0018,14192.64,Retail,Mature,3.084,0.745895,74,48835.68,PROD-FS-040,Wealth Advisory,Advisory,Wealth Advisory,Pending,2025-06-22,0.679678,8577.09,,Persona Customer 140,customer140@example.com
FPR-00141,CUST-C0112,86855.36,High Net Worth,Onboarding,1.6349,0.940304,65,64657.84,PROD-FS-041,Auto Loan,Advisory,Premium Savings,Accepted,2024-03-04,0.193067,12159.66,2024-04-14,Persona Customer 141,customer141@example.com
FPR-00142,CUST-C0068,20077.14,Retail,At Risk,2.6584,0.340975,20,185338.05,PROD-FS-042,Rewards Credit Card,Insurance,Rewards Credit Card,Approved,2025-04-13,0.564281,17920.61,2025-05-21,Persona Customer 142,customer142@example.com
FPR-00143,CUST-C0170,98271.97,Retail,At Risk,3.4467,0.000995,413,23004.58,PROD-FS-043,Premium Savings,Advisory,Auto Loan,Declined,2024-02-23,0.571296,12362.37,,Persona Customer 143,customer143@example.com
FPR-00144,CUST-C0007,35795.13,Retail,At Risk,3.6427,0.161708,201,16738.04,PROD-FS-044,Term Life,Insurance,Auto Loan,Rejected,2024-09-16,0.697781,6840.79,,Persona Customer 144,customer144@example.com
FPR-00145,CUST-C0060,44578.46,Small Business,Growth,1.2039,0.99238,336,5775.32,PROD-FS-045,Premium Savings,Insurance,Wealth Advisory,Rejected,2024-12-01,0.278897,10417.75,,Persona Customer 145,customer145@example.com
FPR-00146,CUST-C0086,40088.76,Institutional,Churned,4.276,0.577335,288,136215.45,PROD-FS-046,Premium Savings,Insurance,Wealth Advisory,Open,2024-06-05,0.44043,11865.06,,Persona Customer 146,customer146@example.com
FPR-00147,CUST-C0200,59507.41,Small Business,At Risk,3.3886,0.781484,443,82222.72,PROD-FS-047,Wealth Advisory,Credit,Rewards Credit Card,Declined,2024-11-19,0.175333,5823.73,,Persona Customer 147,customer147@example.com
FPR-00148,CUST-C0146,28894.28,Retail,Mature,4.8341,0.583526,487,92263.88,PROD-FS-048,Term Life,Advisory,Term Life,Accepted,2024-03-21,0.225623,18433.56,2024-05-07,Persona Customer 148,customer148@example.com
FPR-00149,CUST-C0192,24744.01,Small Business,Churned,1.1453,0.792712,58,22597.19,PROD-FS-049,Term Life,Insurance,Wealth Advisory,Declined,2024-08-24,0.523916,4476.22,,Persona Customer 149,customer149@example.com
FPR-00150,CUST-C0169,15378.63,Small Business,Growth,3.1417,0.642882,20,108224.37,PROD-FS-050,Term Life,Insurance,Premium Savings,Rejected,2024-01-20,0.731902,8090.37,,Persona Customer 150,customer150@example.com
FPR-00151,CUST-C0079,63406.97,Corporate,Growth,4.1724,0.963018,372,152766.28,PROD-FS-001,Auto Loan,Credit,Rewards Credit Card,Open,2025-10-01,0.24683,12610.77,,Persona Customer 151,customer151@example.com
FPR-00152,CUST-C0001,38732.11,Retail,Onboarding,3.3863,0.871353,15,185980.87,PROD-FS-002,Rewards Credit Card,Credit,Auto Loan,Approved,2025-02-14,0.811525,19380.52,2025-03-18,Persona Customer 152,customer152@example.com
FPR-00153,CUST-C0223,25987.07,Small Business,Onboarding,2.1081,0.415828,416,138581.58,PROD-FS-003,Wealth Advisory,Insurance,Rewards Credit Card,Pending,2025-01-30,0.619781,5669.64,,Persona Customer 153,customer153@example.com
FPR-00154,CUST-C0193,16485.93,Small Business,Churned,3.3418,0.009489,15,68084.71,PROD-FS-004,Premium Savings,Insurance,Wealth Advisory,Declined,2025-12-01,0.944077,639.7,,Persona Customer 154,customer154@example.com
FPR-00155,CUST-C0006,94145.53,Retail,Churned,4.016,0.212565,172,150579.24,PROD-FS-005,Rewards Credit Card,Deposit,Auto Loan,Approved,2025-03-23,0.56417,3436.46,2025-05-22,Persona Customer 155,customer155@example.com
FPR-00156,CUST-C0134,60202.17,Small Business,Growth,1.0672,0.42299,238,47877.59,PROD-FS-006,Auto Loan,Deposit,Term Life,Open,2025-04-10,0.920093,9842.83,,Persona Customer 156,customer156@example.com
FPR-00157,CUST-C0113,23497.78,Institutional,Mature,2.337,0.679143,214,52075.88,PROD-FS-007,Auto Loan,Deposit,Term Life,Rejected,2025-06-12,0.338344,7062.53,,Persona Customer 157,customer157@example.com
FPR-00158,CUST-C0201,70401.08,High Net Worth,Onboarding,2.1437,0.800962,463,145331.91,PROD-FS-008,Premium Savings,Deposit,Rewards Credit Card,Declined,2024-01-22,0.879533,1408.88,,Persona Customer 158,customer158@example.com
FPR-00159,CUST-C0116,80338.83,Institutional,Churned,2.7821,0.889596,11,2682.41,PROD-FS-009,Wealth Advisory,Advisory,Auto Loan,Approved,2025-06-23,0.293927,5465.53,2025-07-11,Persona Customer 159,customer159@example.com
FPR-00160,CUST-C0040,83601.48,High Net Worth,At Risk,4.4859,0.294664,362,110111.25,PROD-FS-010,Premium Savings,Deposit,Wealth Advisory,Accepted,2024-11-05,0.206353,14336.24,2024-12-04,Persona Customer 160,customer160@example.com
FPR-00161,CUST-C0211,53830.13,Corporate,At Risk,2.5338,0.205691,9,150797.94,PROD-FS-011,Wealth Advisory,Lending,Wealth Advisory,Rejected,2025-02-23,0.202559,5632.24,,Persona Customer 161,customer161@example.com
FPR-00162,CUST-C0097,85974.18,Small Business,Churned,2.566,0.885246,215,127117.97,PROD-FS-012,Term Life,Deposit,Term Life,Accepted,2025-09-29,0.436394,11077.59,2025-10-06,Persona Customer 162,customer162@example.com
FPR-00163,CUST-C0249,77201.01,High Net Worth,Growth,4.3678,0.468189,190,59921.19,PROD-FS-013,Rewards Credit Card,Credit,Auto Loan,Open,2024-07-02,0.241984,10246.58,,Persona Customer 163,customer163@example.com
FPR-00164,CUST-C0004,45829.54,Institutional,Churned,2.8766,0.686398,118,172753.79,PROD-FS-014,Premium Savings,Advisory,Premium Savings,Approved,2025-05-02,0.163345,3649.16,2025-05-27,Persona Customer 164,customer164@example.com
FPR-00165,CUST-C0050,10534.32,Corporate,Growth,3.352,0.713799,137,21365.71,PROD-FS-015,Wealth Advisory,Advisory,Premium Savings,Pending,2024-06-22,0.653003,11156.22,,Persona Customer 165,customer165@example.com
FPR-00166,CUST-C0013,10803.46,High Net Worth,Onboarding,4.7665,0.331628,395,118089.45,PROD-FS-016,Wealth Advisory,Credit,Auto Loan,Declined,2025-02-03,0.930099,17247.38,,Persona Customer 166,customer166@example.com
FPR-00167,CUST-C0238,26308.74,High Net Worth,Churned,1.596,0.405305,76,155411.41,PROD-FS-017,Wealth Advisory,Lending,Wealth Advisory,Open,2024-11-07,0.639941,9116.58,,Persona Customer 167,customer167@example.com
FPR-00168,CUST-C0053,76973.56,Small Business,At Risk,1.5731,0.592216,39,175738.42,PROD-FS-018,Wealth Advisory,Lending,Rewards Credit Card,Approved,2025-03-29,0.669686,17855.49,2025-05-19,Persona Customer 168,customer168@example.com
FPR-00169,CUST-C0071,36001.38,Corporate,At Risk,2.8349,0.453912,289,147394.65,PROD-FS-019,Term Life,Deposit,Premium Savings,Approved,2024-02-21,0.860064,7194.21,2024-03-22,Persona Customer 169,customer169@example.com
FPR-00170,CUST-C0205,35090.0,Retail,Mature,4.5821,0.669645,399,93853.97,PROD-FS-020,Wealth Advisory,Advisory,Term Life,Rejected,2025-05-01,0.642427,10762.68,,Persona Customer 170,customer170@example.com
FPR-00171,CUST-C0013,30517.91,Corporate,Onboarding,4.114,0.085482,356,3849.49,PROD-FS-021,Term Life,Advisory,Term Life,Rejected,2024-11-04,0.761094,7624.5,,Persona Customer 171,customer171@example.com
FPR-00172,CUST-C0189,73331.21,Institutional,Onboarding,1.6399,0.742323,315,37760.31,PROD-FS-022,Rewards Credit Card,Deposit,Auto Loan,Rejected,2024-09-28,0.736007,3951.24,,Persona Customer 172,customer172@example.com
FPR-00173,CUST-C0238,43286.96,Retail,At Risk,2.0259,0.758682,329,118579.38,PROD-FS-023,Rewards Credit Card,Lending,Premium Savings,Declined,2024-02-16,0.067293,1570.09,,Persona Customer 173,customer173@example.com
FPR-00174,CUST-C0228,30898.44,Corporate,Mature,2.1025,0.518992,474,87609.19,PROD-FS-024,Wealth Advisory,Deposit,Wealth Advisory,Approved,2025-05-11,0.133562,2481.77,2025-06-17,Persona Customer 174,customer174@example.com
FPR-00175,CUST-C0112,79657.0,Institutional,Churned,1.2366,0.197742,60,171411.88,PROD-FS-025,Premium Savings,Insurance,Term Life,Open,2025-03-15,0.714436,9050.67,,Persona Customer 175,customer175@example.com
FPR-00176,CUST-C0161,33112.43,Corporate,Churned,2.3917,0.704415,383,85510.59,PROD-FS-026,Wealth Advisory,Insurance,Auto Loan,Declined,2024-07-05,0.810182,15240.53,,Persona Customer 176,customer176@example.com
FPR-00177,CUST-C0025,45759.84,Small Business,Growth,1.8864,0.580313,391,128657.8,PROD-FS-027,Rewards Credit Card,Insurance,Wealth Advisory,Accepted,2024-01-24,0.8726,11002.11,2024-02-08,Persona Customer 177,customer177@example.com
FPR-00178,CUST-C0127,99588.48,Retail,Churned,3.8023,0.949781,241,119005.5,PROD-FS-028,Premium Savings,Advisory,Premium Savings,Approved,2025-04-12,0.260131,1789.44,2025-05-10,Persona Customer 178,customer178@example.com
FPR-00179,CUST-C0055,85366.91,Retail,At Risk,1.0244,0.675707,14,122497.53,PROD-FS-029,Rewards Credit Card,Credit,Auto Loan,Rejected,2024-11-19,0.628537,1850.6,,Persona Customer 179,customer179@example.com
FPR-00180,CUST-C0115,75209.08,High Net Worth,Onboarding,2.0631,0.773409,170,42599.75,PROD-FS-030,Wealth Advisory,Lending,Rewards Credit Card,Accepted,2024-04-01,0.444183,13469.99,2024-05-08,Persona Customer 180,customer180@example.com
FPR-00181,CUST-C0078,46812.71,Corporate,Growth,4.3342,0.997162,94,78517.42,PROD-FS-031,Term Life,Credit,Auto Loan,Open,2025-01-15,0.507681,13082.3,,Persona Customer 181,customer181@example.com
FPR-00182,CUST-C0088,60777.57,Small Business,Mature,3.4619,0.747424,421,75333.72,PROD-FS-032,Term Life,Advisory,Rewards Credit Card,Open,2025-07-21,0.641972,10600.98,,Persona Customer 182,customer182@example.com
FPR-00183,CUST-C0048,97312.77,Retail,Growth,3.1124,0.294448,226,61677.62,PROD-FS-033,Wealth Advisory,Insurance,Auto Loan,Pending,2024-01-14,0.33405,1224.16,,Persona Customer 183,customer183@example.com
FPR-00184,CUST-C0125,19369.87,Small Business,Mature,3.6116,0.900785,315,46036.72,PROD-FS-034,Rewards Credit Card,Lending,Premium Savings,Rejected,2024-04-27,0.950324,14886.01,,Persona Customer 184,customer184@example.com
FPR-00185,CUST-C0022,27841.25,High Net Worth,At Risk,4.9309,0.603281,242,11828.73,PROD-FS-035,Rewards Credit Card,Lending,Rewards Credit Card,Pending,2024-04-25,0.538058,5099.63,,Persona Customer 185,customer185@example.com
FPR-00186,CUST-C0196,91922.21,Corporate,Mature,3.3622,0.371689,257,25704.83,PROD-FS-036,Premium Savings,Credit,Rewards Credit Card,Declined,2025-01-13,0.949837,6976.22,,Persona Customer 186,customer186@example.com
FPR-00187,CUST-C0148,77080.1,Institutional,Onboarding,1.8944,0.232744,32,52932.69,PROD-FS-037,Wealth Advisory,Lending,Wealth Advisory,Declined,2025-05-31,0.034102,14178.79,,Persona Customer 187,customer187@example.com
FPR-00188,CUST-C0201,58969.95,High Net Worth,Growth,1.0707,0.985502,14,82229.47,PROD-FS-038,Term Life,Lending,Wealth Advisory,Pending,2025-07-01,0.827935,15677.31,,Persona Customer 188,customer188@example.com
FPR-00189,CUST-C0207,32199.79,Retail,At Risk,4.5665,0.735774,119,114568.23,PROD-FS-039,Auto Loan,Deposit,Auto Loan,Open,2025-03-14,0.878021,1834.8,,Persona Customer 189,customer189@example.com
FPR-00190,CUST-C0054,6347.5,Small Business,Onboarding,1.8049,0.624274,378,65149.16,PROD-FS-040,Term Life,Lending,Rewards Credit Card,Approved,2024-07-12,0.716438,10642.54,2024-08-28,Persona Customer 190,customer190@example.com
FPR-00191,CUST-C0097,63392.47,Institutional,Churned,2.1605,0.845024,431,16067.05,PROD-FS-041,Wealth Advisory,Deposit,Wealth Advisory,Open,2025-06-12,0.163885,10940.74,,Persona Customer 191,customer191@example.com
FPR-00192,CUST-C0023,84612.33,High Net Worth,Mature,2.285,0.788997,353,121209.85,PROD-FS-042,Auto Loan,Insurance,Auto Loan,Accepted,2025-10-23,0.839336,11634.26,2025-11-07,Persona Customer 192,customer192@example.com
FPR-00193,CUST-C0198,16389.54,Institutional,Onboarding,1.2375,0.443037,150,61496.69,PROD-FS-043,Term Life,Advisory,Wealth Advisory,Pending,2024-11-26,0.838015,14316.57,,Persona Customer 193,customer193@example.com
FPR-00194,CUST-C0014,61011.13,Retail,Growth,1.2623,0.415653,207,125962.23,PROD-FS-044,Rewards Credit Card,Deposit,Wealth Advisory,Approved,2024-09-12,0.731153,2472.56,2024-10-05,Persona Customer 194,customer194@example.com
FPR-00195,CUST-C0044,61385.47,Small Business,At Risk,3.6713,0.266687,238,197862.03,PROD-FS-045,Rewards Credit Card,Deposit,Term Life,Open,2025-03-19,0.541933,19603.98,,Persona Customer 195,customer195@example.com
FPR-00196,CUST-C0147,70539.1,High Net Worth,Growth,2.7374,0.080054,207,85005.74,PROD-FS-046,Rewards Credit Card,Advisory,Premium Savings,Approved,2025-08-20,0.786709,12534.39,2025-09-28,Persona Customer 196,customer196@example.com
FPR-00197,CUST-C0072,97416.31,Retail,At Risk,1.8288,0.962855,313,91353.29,PROD-FS-047,Wealth Advisory,Lending,Wealth Advisory,Open,2025-07-07,0.144774,12469.96,,Persona Customer 197,customer197@example.com
FPR-00198,CUST-C0180,61603.41,Retail,Churned,4.9215,0.163006,417,9190.35,PROD-FS-048,Term Life,Insurance,Term Life,Open,2024-12-29,0.302693,18970.67,,Persona Customer 198,customer198@example.com
FPR-00199,CUST-C0021,33460.04,High Net Worth,Mature,4.7249,0.754188,1,164172.23,PROD-FS-049,Rewards Credit Card,Credit,Wealth Advisory,Rejected,2025-11-02,0.61634,14101.09,,Persona Customer 199,customer199@example.com
FPR-00200,CUST-C0242,13127.89,Retail,Onboarding,2.1406,0.842628,98,96523.97,PROD-FS-050,Term Life,Advisory,Premium Savings,Rejected,2024-03-30,0.240215,1373.44,,Persona Customer 200,customer200@example.com
FPR-00201,CUST-C0239,38732.37,Small Business,Growth,1.381,0.210908,326,75066.22,PROD-FS-001,Auto Loan,Deposit,Premium Savings,Rejected,2025-01-14,0.22777,15238.22,,Persona Customer 201,customer201@example.com
FPR-00202,CUST-C0011,48053.21,Retail,Growth,4.3162,0.59664,21,174150.79,PROD-FS-002,Term Life,Advisory,Auto Loan,Open,2024-09-30,0.577365,1290.37,,Persona Customer 202,customer202@example.com
FPR-00203,CUST-C0196,81398.87,High Net Worth,Onboarding,4.969,0.058087,46,198195.02,PROD-FS-003,Premium Savings,Advisory,Auto Loan,Rejected,2024-11-04,0.357678,3064.82,,Persona Customer 203,customer203@example.com
FPR-00204,CUST-C0019,22003.57,High Net Worth,Growth,3.4547,0.250213,335,9526.87,PROD-FS-004,Rewards Credit Card,Insurance,Premium Savings,Open,2024-06-19,0.0318,16416.42,,Persona Customer 204,customer204@example.com
FPR-00205,CUST-C0246,95763.63,Small Business,Growth,2.9889,0.862793,135,31499.68,PROD-FS-005,Rewards Credit Card,Insurance,Rewards Credit Card,Rejected,2024-05-16,0.059933,798.61,,Persona Customer 205,customer205@example.com
FPR-00206,CUST-C0162,30497.62,Retail,Mature,3.8032,0.400752,67,184252.25,PROD-FS-006,Rewards Credit Card,Credit,Rewards Credit Card,Rejected,2025-07-28,0.047296,7762.99,,Persona Customer 206,customer206@example.com
FPR-00207,CUST-C0096,17752.88,Corporate,Mature,1.4703,0.489221,472,164626.58,PROD-FS-007,Term Life,Credit,Rewards Credit Card,Pending,2024-10-31,0.968844,13642.04,,Persona Customer 207,customer207@example.com
FPR-00208,CUST-C0105,98184.14,Small Business,Onboarding,2.2801,0.500368,379,186869.88,PROD-FS-008,Term Life,Insurance,Term Life,Approved,2025-03-19,0.479249,17981.23,2025-04-04,Persona Customer 208,customer208@example.com
FPR-00209,CUST-C0037,62453.31,Small Business,At Risk,1.1985,0.923509,449,98298.58,PROD-FS-009,Premium Savings,Credit,Wealth Advisory,Declined,2024-04-07,0.657486,16177.61,,Persona Customer 209,customer209@example.com
FPR-00210,CUST-C0138,17213.24,Institutional,Churned,1.6325,0.729079,388,95688.68,PROD-FS-010,Wealth Advisory,Advisory,Term Life,Rejected,2024-12-20,0.353175,6839.76,,Persona Customer 210,customer210@example.com
FPR-00211,CUST-C0041,148.51,Small Business,Growth,4.7058,0.466321,142,150953.92,PROD-FS-011,Premium Savings,Advisory,Auto Loan,Approved,2024-05-18,0.920423,564.83,2024-06-26,Persona Customer 211,customer211@example.com
FPR-00212,CUST-C0020,55277.46,Institutional,Growth,1.4945,0.967618,297,120238.3,PROD-FS-012,Rewards Credit Card,Insurance,Term Life,Open,2024-11-06,0.494571,12718.33,,Persona Customer 212,customer212@example.com
FPR-00213,CUST-C0065,9563.67,Small Business,Growth,4.9541,0.975567,10,65334.43,PROD-FS-013,Rewards Credit Card,Credit,Rewards Credit Card,Declined,2024-08-02,0.151252,1098.4,,Persona Customer 213,customer213@example.com
FPR-00214,CUST-C0105,31984.39,High Net Worth,At Risk,3.5664,0.150627,274,129798.19,PROD-FS-014,Auto Loan,Lending,Auto Loan,Pending,2025-07-31,0.478856,4560.18,,Persona Customer 214,customer214@example.com
FPR-00215,CUST-C0131,41729.9,Retail,Mature,4.3962,0.227693,273,46512.47,PROD-FS-015,Wealth Advisory,Lending,Rewards Credit Card,Rejected,2024-08-29,0.569026,18130.12,,Persona Customer 215,customer215@example.com
FPR-00216,CUST-C0145,10687.09,Corporate,At Risk,1.7228,0.632425,484,184084.82,PROD-FS-016,Wealth Advisory,Advisory,Term Life,Pending,2025-10-27,0.653093,7297.8,,Persona Customer 216,customer216@example.com
FPR-00217,CUST-C0020,76902.74,Small Business,At Risk,3.3,0.787101,418,142227.88,PROD-FS-017,Rewards Credit Card,Deposit,Auto Loan,Rejected,2024-11-23,0.016688,1654.61,,Persona Customer 217,customer217@example.com
FPR-00218,CUST-C0139,82034.05,Retail,Churned,1.2406,0.107742,466,32226.18,PROD-FS-018,Auto Loan,Deposit,Wealth Advisory,Pending,2025-08-20,0.071416,8548.93,,Persona Customer 218,customer218@example.com
FPR-00219,CUST-C0162,13689.11,Retail,Onboarding,4.2442,0.641387,384,48664.6,PROD-FS-019,Premium Savings,Credit,Term Life,Rejected,2024-12-08,0.061533,18071.25,,Persona Customer 219,customer219@example.com
FPR-00220,CUST-C0215,40189.08,Retail,Mature,2.5375,0.069894,333,71122.5,PROD-FS-020,Term Life,Advisory,Auto Loan,Accepted,2024-03-25,0.259122,1562.46,2024-05-04,Persona Customer 220,customer220@example.com
FPR-00221,CUST-C0127,60219.32,Corporate,At Risk,1.1305,0.602929,202,29103.64,PROD-FS-021,Auto Loan,Credit,Wealth Advisory,Rejected,2025-07-29,0.712507,13509.38,,Persona Customer 221,customer221@example.com
FPR-00222,CUST-C0212,31451.47,Corporate,Churned,4.6205,0.571976,400,70132.81,PROD-FS-022,Auto Loan,Credit,Wealth Advisory,Rejected,2024-08-01,0.939434,3354.49,,Persona Customer 222,customer222@example.com
FPR-00223,CUST-C0100,27962.48,Small Business,Churned,1.767,0.915052,455,118037.68,PROD-FS-023,Wealth Advisory,Insurance,Term Life,Declined,2024-12-22,0.264556,7576.38,,Persona Customer 223,customer223@example.com
FPR-00224,CUST-C0007,84416.44,Corporate,Onboarding,3.9233,0.771352,168,159497.63,PROD-FS-024,Rewards Credit Card,Deposit,Wealth Advisory,Pending,2024-11-10,0.052221,16023.38,,Persona Customer 224,customer224@example.com
FPR-00225,CUST-C0060,40373.37,Retail,Growth,1.9919,0.005301,189,176558.35,PROD-FS-025,Premium Savings,Lending,Premium Savings,Rejected,2024-03-06,0.816938,14771.5,,Persona Customer 225,customer225@example.com
FPR-00226,CUST-C0068,41778.39,Retail,Churned,4.6043,0.310155,286,106941.99,PROD-FS-026,Auto Loan,Credit,Auto Loan,Pending,2025-05-08,0.081523,14296.55,,Persona Customer 226,customer226@example.com
FPR-00227,CUST-C0067,842.92,High Net Worth,At Risk,3.2144,0.828448,102,152375.33,PROD-FS-027,Wealth Advisory,Lending,Auto Loan,Pending,2025-09-13,0.12341,9365.99,,Persona Customer 227,customer227@example.com
FPR-00228,CUST-C0141,85930.68,Retail,Mature,3.9361,0.662794,415,110609.68,PROD-FS-028,Premium Savings,Deposit,Term Life,Accepted,2024-08-13,0.761282,18926.82,2024-09-08,Persona Customer 228,customer228@example.com
FPR-00229,CUST-C0082,81517.68,Retail,Onboarding,2.4955,0.9743,406,76429.44,PROD-FS-029,Rewards Credit Card,Deposit,Auto Loan,Pending,2025-10-07,0.411426,102.85,,Persona Customer 229,customer229@example.com
FPR-00230,CUST-C0140,92903.91,Institutional,Mature,1.0615,0.950198,477,161755.4,PROD-FS-030,Wealth Advisory,Advisory,Premium Savings,Declined,2025-06-04,0.739563,13899.91,,Persona Customer 230,customer230@example.com
FPR-00231,CUST-C0222,18181.14,Corporate,Mature,2.0572,0.724492,191,51195.94,PROD-FS-031,Premium Savings,Insurance,Premium Savings,Rejected,2024-03-10,0.168843,5905.91,,Persona Customer 231,customer231@example.com
FPR-00232,CUST-C0184,89072.41,High Net Worth,Mature,4.1934,0.076419,20,40347.56,PROD-FS-032,Auto Loan,Deposit,Premium Savings,Open,2024-07-19,0.817238,2552.27,,Persona Customer 232,customer232@example.com
FPR-00233,CUST-C0222,70817.31,Corporate,Growth,4.7337,0.419281,209,134545.63,PROD-FS-033,Wealth Advisory,Credit,Wealth Advisory,Declined,2025-05-10,0.875955,2031.22,,Persona Customer 233,customer233@example.com
FPR-00234,CUST-C0094,40610.83,Small Business,Churned,1.0751,0.080151,403,17174.36,PROD-FS-034,Auto Loan,Advisory,Premium Savings,Accepted,2024-12-24,0.360081,18699.14,2025-01-01,Persona Customer 234,customer234@example.com
FPR-00235,CUST-C0168,2747.38,Retail,At Risk,1.4458,0.29979,205,27313.28,PROD-FS-035,Term Life,Lending,Term Life,Approved,2024-08-18,0.282515,16351.6,2024-10-06,Persona Customer 235,customer235@example.com
FPR-00236,CUST-C0058,32178.72,Retail,Growth,3.7763,0.661889,228,168472.33,PROD-FS-036,Rewards Credit Card,Lending,Rewards Credit Card,Accepted,2024-12-25,0.671964,2488.89,2025-01-17,Persona Customer 236,customer236@example.com
